Domain,Base Domain,domain,status_code,usa_classes_detected,uswds_detected,usa_detected,flag_detected,flagincss_detected,sourcesansfont_detected,uswdsincss_detected,merriweatherfont_detected,publicsansfont_detected,uswdsversion,tables,total_score
fs.fed.us,fs.fed.us,fs.fed.us,-1,0,0,0,0,0,0,0,0,0,,0,0
globalchange.gov,globalchange.gov,globalchange.gov,200,0,0,0,0,0,0,0,0,0,,0,0
usgcrp.gov,usgcrp.gov,usgcrp.gov,200,0,0,0,0,0,0,0,0,0,,0,0
fedreg.gov,fedreg.gov,fedreg.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
uscourts.gov,uscourts.gov,uscourts.gov,200,0,0,0,0,0,0,0,0,0,,0,0
capitol.gov,capitol.gov,capitol.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ustda.gov,ustda.gov,ustda.gov,200,0,0,0,0,0,0,0,0,0,,0,0
sji.gov,sji.gov,sji.gov,200,0,0,0,0,0,5,0,5,0,,0,10
pregunteleakaren.gov,pregunteleakaren.gov,pregunteleakaren.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ecfr.gov,ecfr.gov,ecfr.gov,200,0,0,0,0,0,0,0,0,0,,0,0
dfc.gov,dfc.gov,dfc.gov,200,0,0,0,0,0,0,0,0,0,,0,0
fdsys.gov,fdsys.gov,fdsys.gov,200,0,0,0,0,0,0,0,0,0,,-20,0
usgovernmentmanual.gov,usgovernmentmanual.gov,usgovernmentmanual.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
exim.gov,exim.gov,exim.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
tvaoig.gov,tvaoig.gov,tvaoig.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ustaxcourt.gov,ustaxcourt.gov,ustaxcourt.gov,200,0,0,0,0,0,0,0,0,0,,-150,0
usidfc.gov,usidfc.gov,usidfc.gov,200,0,0,0,0,0,0,0,0,0,,0,0
usdfc.gov,usdfc.gov,usdfc.gov,200,0,0,0,0,0,0,0,0,0,,0,0
americaslibrary.gov,americaslibrary.gov,americaslibrary.gov,200,0,0,0,0,0,0,0,0,0,,-20,0
govinfo.gov,govinfo.gov,govinfo.gov,200,0,0,0,0,0,0,0,0,0,,0,0
idfc.gov,idfc.gov,idfc.gov,200,0,0,0,0,0,0,0,0,0,,0,0
pacer.gov,pacer.gov,pacer.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
congressionaldirectory.gov,congressionaldirectory.gov,congressionaldirectory.gov,200,0,0,0,0,0,0,0,0,0,,0,0
congressionalrecord.gov,congressionalrecord.gov,congressionalrecord.gov,200,0,0,0,0,0,0,0,0,0,,0,0
presidio.gov,presidio.gov,presidio.gov,200,0,0,0,0,0,0,0,0,0,,0,0
lctl.gov,lctl.gov,lctl.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
americanmemory.gov,americanmemory.gov,americanmemory.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ofr.gov,ofr.gov,ofr.gov,200,0,0,0,0,0,5,0,5,0,,0,10
ich.gov,ich.gov,ich.gov,200,0,0,0,0,0,5,0,0,0,,0,5
housecalendar.gov,housecalendar.gov,housecalendar.gov,200,0,0,0,0,0,0,0,0,0,,0,0
pmi.gov,pmi.gov,pmi.gov,200,0,0,0,0,0,5,0,0,0,,0,5
itap.gov,itap.gov,itap.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
digitalpreservation.gov,digitalpreservation.gov,digitalpreservation.gov,200,0,0,0,0,0,0,0,0,0,,0,0
stb.gov,stb.gov,stb.gov,200,5,0,0,0,0,0,0,0,0,,-10,0
uscode.gov,uscode.gov,uscode.gov,200,0,0,0,0,0,0,0,0,0,,0,0
usbg.gov,usbg.gov,usbg.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
mmc.gov,mmc.gov,mmc.gov,200,0,0,0,0,0,5,0,0,0,,0,5
senatecalendar.gov,senatecalendar.gov,senatecalendar.gov,200,0,0,0,0,0,0,0,0,0,,0,0
presidentialdocuments.gov,presidentialdocuments.gov,presidentialdocuments.gov,200,0,0,0,0,0,0,0,0,0,,0,0
visitthecapitol.gov,visitthecapitol.gov,visitthecapitol.gov,200,0,0,0,0,0,0,0,0,0,,0,0
section108.gov,section108.gov,section108.gov,200,0,0,0,0,0,0,0,0,0,,0,0
crb.gov,crb.gov,crb.gov,200,0,0,0,0,0,0,0,0,0,,0,0
libraryofcongress.gov,libraryofcongress.gov,libraryofcongress.gov,200,0,0,0,0,0,0,0,0,0,,0,0
federalregister.gov,federalregister.gov,federalregister.gov,200,0,0,0,0,0,0,0,0,0,,-100,0
law.gov,law.gov,law.gov,200,0,0,0,0,0,0,0,0,0,,0,0
loc.gov,loc.gov,loc.gov,200,0,0,0,0,0,0,0,0,0,,0,0
loctps.gov,loctps.gov,loctps.gov,200,0,0,0,0,0,0,0,0,0,,0,0
read.gov,read.gov,read.gov,200,0,0,0,0,0,0,0,0,0,,0,0
aoc.gov,aoc.gov,aoc.gov,200,0,0,0,0,0,5,0,0,0,,0,5
literacy.gov,literacy.gov,literacy.gov,200,0,0,0,0,0,0,0,0,0,,0,0
tps.gov,tps.gov,tps.gov,200,0,0,0,0,0,0,0,0,0,,0,0
compliance.gov,compliance.gov,compliance.gov,200,0,0,0,0,0,0,0,0,0,,0,0
macpac.gov,macpac.gov,macpac.gov,200,0,0,0,0,0,0,0,0,0,,0,0
supremecourt.gov,supremecourt.gov,supremecourt.gov,200,0,0,0,0,0,0,0,0,0,,-40,0
ocwr.gov,ocwr.gov,ocwr.gov,200,0,0,0,0,0,0,0,0,0,,0,0
feedthefuture.gov,feedthefuture.gov,feedthefuture.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
democrats.gov,democrats.gov,democrats.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
globe.gov,globe.gov,globe.gov,200,0,0,0,0,0,0,0,0,0,,0,0
chinacommission.gov,chinacommission.gov,chinacommission.gov,200,0,0,0,0,0,0,0,0,0,,-40,0
purchasing.gov,purchasing.gov,purchasing.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
congress.gov,congress.gov,congress.gov,200,0,0,0,0,0,0,0,0,0,,0,0
jewishheritage.gov,jewishheritage.gov,jewishheritage.gov,200,0,0,0,0,0,0,0,0,0,,0,0
cbonews.gov,cbonews.gov,cbonews.gov,200,0,0,0,0,0,0,0,0,0,,0,0
copyright.gov,copyright.gov,copyright.gov,200,0,0,0,0,0,0,0,0,0,,0,0
housecommunications.gov,housecommunications.gov,housecommunications.gov,404,0,0,0,0,0,0,0,0,0,,0,0
unitedstatescongress.gov,unitedstatescongress.gov,unitedstatescongress.gov,200,0,0,0,0,0,0,0,0,0,,0,0
uscongress.gov,uscongress.gov,uscongress.gov,200,0,0,0,0,0,0,0,0,0,,0,0
uscavc.gov,uscavc.gov,uscavc.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
thomas.gov,thomas.gov,thomas.gov,200,0,0,0,0,0,0,0,0,0,,0,0
houselive.gov,houselive.gov,houselive.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
usich.gov,usich.gov,usich.gov,200,0,0,0,0,0,5,0,5,0,,0,10
capital.gov,capital.gov,capital.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
uscapital.gov,uscapital.gov,uscapital.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
cecc.gov,cecc.gov,cecc.gov,200,0,0,0,0,0,0,0,0,0,,0,0
housenewsletters.gov,housenewsletters.gov,housenewsletters.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
democraticleader.gov,democraticleader.gov,democraticleader.gov,200,0,0,0,0,0,0,0,0,0,,0,0
cbo.gov,cbo.gov,cbo.gov,200,0,0,0,0,0,5,0,0,0,,0,5
hispanicheritagemonth.gov,hispanicheritagemonth.gov,hispanicheritagemonth.gov,200,0,0,0,0,0,0,0,0,0,,0,0
republicans.gov,republicans.gov,republicans.gov,503,0,0,0,0,0,0,0,0,0,,0,0
ppdcecc.gov,ppdcecc.gov,ppdcecc.gov,200,0,0,0,0,0,0,0,0,0,,-80,0
africanamericanhistorymonth.gov,africanamericanhistorymonth.gov,africanamericanhistorymonth.gov,200,0,0,0,0,0,0,0,0,0,,0,0
jct.gov,jct.gov,jct.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
house.gov,house.gov,house.gov,200,0,0,0,0,0,0,0,0,0,,-120,0
gopleader.gov,gopleader.gov,gopleader.gov,200,0,0,0,0,0,0,0,0,0,,0,0
tmdbhouse.gov,tmdbhouse.gov,tmdbhouse.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
ushouse.gov,ushouse.gov,ushouse.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
majorityleader.gov,majorityleader.gov,majorityleader.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ushr.gov,ushr.gov,ushr.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
uscapitolpolice.gov,uscapitolpolice.gov,uscapitolpolice.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
uscp.gov,uscp.gov,uscp.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
dems.gov,dems.gov,dems.gov,200,0,0,0,0,0,0,0,0,0,,0,0
usa250.gov,usa250.gov,usa250.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ussemiquincentennial.gov,ussemiquincentennial.gov,ussemiquincentennial.gov,200,0,0,0,0,0,0,0,0,0,,0,0
inspire2serve.gov,inspire2serve.gov,inspire2serve.gov,200,0,0,0,0,0,0,0,0,0,,-20,0
crs.gov,crs.gov,crs.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
housedems.gov,housedems.gov,housedems.gov,200,0,0,0,0,0,0,0,0,0,,0,0
housedemocrats.gov,housedemocrats.gov,housedemocrats.gov,200,0,0,0,0,0,0,0,0,0,,0,0
whdpc.gov,whdpc.gov,whdpc.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
america250.gov,america250.gov,america250.gov,503,0,0,0,0,0,0,0,0,0,,0,0
nativeamericanheritagemonth.gov,nativeamericanheritagemonth.gov,nativeamericanheritagemonth.gov,200,0,0,0,0,0,0,0,0,0,,0,0
asianpacificheritage.gov,asianpacificheritage.gov,asianpacificheritage.gov,200,0,0,0,0,0,0,0,0,0,,0,0
solarium.gov,solarium.gov,solarium.gov,200,0,0,0,0,0,0,0,0,0,,0,0
republicanleader.gov,republicanleader.gov,republicanleader.gov,200,0,0,0,0,0,0,0,0,0,,0,0
gaonet.gov,gaonet.gov,gaonet.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
fasab.gov,fasab.gov,fasab.gov,200,0,0,0,0,0,0,0,0,0,,-20,0
gpo.gov,gpo.gov,gpo.gov,200,0,0,0,0,0,0,0,0,0,,0,0
jewishheritagemonth.gov,jewishheritagemonth.gov,jewishheritagemonth.gov,200,0,0,0,0,0,0,0,0,0,,0,0
womenshistorymonth.gov,womenshistorymonth.gov,womenshistorymonth.gov,200,0,0,0,0,0,0,0,0,0,,0,0
csce.gov,csce.gov,csce.gov,200,0,0,0,0,0,0,0,0,0,,0,0
digitizationguidelines.gov,digitizationguidelines.gov,digitizationguidelines.gov,200,0,0,0,0,0,0,0,0,0,,0,0
china-commission.gov,china-commission.gov,china-commission.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
gopwhip.gov,gopwhip.gov,gopwhip.gov,200,0,0,0,0,0,0,0,0,0,,0,0
democraticwhip.gov,democraticwhip.gov,democraticwhip.gov,200,0,0,0,0,0,0,0,0,0,,0,0
mtbs.gov,mtbs.gov,mtbs.gov,200,0,0,0,0,0,0,0,0,0,,0,0
minoritywhip.gov,minoritywhip.gov,minoritywhip.gov,200,0,0,0,0,0,0,0,0,0,,0,0
eseclab.gov,eseclab.gov,eseclab.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
lis.gov,lis.gov,lis.gov,200,0,0,0,0,0,0,0,0,0,,0,0
majoritywhip.gov,majoritywhip.gov,majoritywhip.gov,200,0,0,0,0,0,0,0,0,0,,0,0
sen.gov,sen.gov,sen.gov,200,0,0,0,0,0,0,0,0,0,,0,0
openworld.gov,openworld.gov,openworld.gov,200,0,0,0,0,0,5,0,0,0,,0,5
housed.gov,housed.gov,housed.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
oshrc.gov,oshrc.gov,oshrc.gov,200,0,0,0,0,0,0,0,0,0,,0,0
republicanwhip.gov,republicanwhip.gov,republicanwhip.gov,200,0,0,0,0,0,0,0,0,0,,0,0
nbib.gov,nbib.gov,nbib.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
pdbcecc.gov,pdbcecc.gov,pdbcecc.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
stennis.gov,stennis.gov,stennis.gov,200,0,0,0,0,0,0,0,0,0,,0,0
gop.gov,gop.gov,gop.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
taxreform.gov,taxreform.gov,taxreform.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
uscc.gov,uscc.gov,uscc.gov,200,0,0,0,0,0,5,0,0,0,,0,5
speaker.gov,speaker.gov,speaker.gov,200,0,0,0,0,0,0,0,0,0,,0,0
wildfire.gov,wildfire.gov,wildfire.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
senate.gov,senate.gov,senate.gov,200,0,0,0,0,0,0,0,0,0,,0,0
samhsa.gov,samhsa.gov,samhsa.gov,200,0,0,0,0,0,0,0,0,0,,0,0
uspis.gov,uspis.gov,uspis.gov,200,0,0,0,0,0,0,0,0,0,,0,0
fdlp.gov,fdlp.gov,fdlp.gov,200,0,0,0,0,0,0,0,0,0,,0,0
mentalhealth.gov,mentalhealth.gov,mentalhealth.gov,200,0,0,0,0,0,0,0,0,0,,0,0
nel.gov,nel.gov,nel.gov,200,50,32,2,20,0,5,20,5,0,,0,134
iaf.gov,iaf.gov,iaf.gov,200,0,0,0,0,0,5,0,0,0,,0,5
gao.gov,gao.gov,gao.gov,200,0,0,0,0,0,0,0,0,0,,0,0
fhfaoig.gov,fhfaoig.gov,fhfaoig.gov,200,0,0,0,0,0,0,0,0,0,,0,0
medpac.gov,medpac.gov,medpac.gov,200,0,0,0,0,0,0,0,0,0,,0,0
hearttruth.gov,hearttruth.gov,hearttruth.gov,200,0,0,0,0,0,0,0,0,0,,0,0
