Domain,Base Domain,domain,status_code,usa_classes_detected,uswds_detected,usa_detected,flag_detected,flagincss_detected,sourcesansfont_detected,uswdsincss_detected,merriweatherfont_detected,publicsansfont_detected,uswdsversion,tables,total_score
healthypeople.gov,healthypeople.gov,healthypeople.gov,200,0,0,0,0,0,0,0,0,0,,0,0
tobacco.gov,tobacco.gov,tobacco.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
nlm.gov,nlm.gov,nlm.gov,200,0,0,0,0,0,0,0,0,0,,0,0
stopalcoholabuse.gov,stopalcoholabuse.gov,stopalcoholabuse.gov,200,0,0,0,0,0,0,0,0,0,,0,0
healthindicators.gov,healthindicators.gov,healthindicators.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
usbm.gov,usbm.gov,usbm.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
usphs.gov,usphs.gov,usphs.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
hhsoig.gov,hhsoig.gov,hhsoig.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
girlshealth.gov,girlshealth.gov,girlshealth.gov,200,0,0,0,0,0,0,0,0,0,,0,0
phe.gov,phe.gov,phe.gov,200,0,0,0,0,0,0,0,0,0,,0,0
insurekidsnow.gov,insurekidsnow.gov,insurekidsnow.gov,200,45,0,3,20,0,5,0,5,0,,0,78
grants.gov,grants.gov,grants.gov,200,0,0,0,0,0,5,0,0,0,,-10,0
healthit.gov,healthit.gov,healthit.gov,200,0,0,0,0,0,5,0,0,0,,0,5
usability.gov,usability.gov,usability.gov,200,0,0,0,0,0,0,0,0,0,,0,0
psc.gov,psc.gov,psc.gov,200,0,0,0,0,0,0,0,0,0,,0,0
organdonor.gov,organdonor.gov,organdonor.gov,200,0,0,0,0,0,0,0,5,0,,0,5
opioids.gov,opioids.gov,opioids.gov,200,10,30,45,0,0,5,20,0,0,,0,110
pandemicflu.gov,pandemicflu.gov,pandemicflu.gov,200,0,0,0,0,0,0,0,0,0,,0,0
whitehouseconferenceonaging.gov,whitehouseconferenceonaging.gov,whitehouseconferenceonaging.gov,200,0,0,0,0,0,0,0,0,0,,0,0
globalhealth.gov,globalhealth.gov,globalhealth.gov,200,0,0,0,0,0,0,0,0,0,,0,0
mesh.gov,mesh.gov,mesh.gov,200,0,0,0,0,0,0,0,0,0,,0,0
evus.gov,evus.gov,evus.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
pubmed.gov,pubmed.gov,pubmed.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ngc.gov,ngc.gov,ngc.gov,200,20,0,0,0,0,0,0,0,0,,0,20
trade.gov,trade.gov,trade.gov,200,0,0,0,0,0,0,0,5,20,,0,25
hhs.gov,hhs.gov,hhs.gov,200,0,0,0,0,0,0,0,0,0,,0,0
therealcost.gov,therealcost.gov,therealcost.gov,200,0,0,0,0,0,0,0,0,0,,0,0
stopbullying.gov,stopbullying.gov,stopbullying.gov,200,45,19,4,0,0,5,20,5,0,,0,98
smokefree.gov,smokefree.gov,smokefree.gov,200,0,0,0,0,0,0,0,0,0,,0,0
vaccines.gov,vaccines.gov,vaccines.gov,200,0,0,0,0,0,0,0,0,0,,0,0
youth.gov,youth.gov,youth.gov,200,0,0,0,0,0,0,0,0,0,,0,0
firstrespondertraining.gov,firstrespondertraining.gov,firstrespondertraining.gov,200,0,0,0,0,0,0,0,0,0,,0,0
womenshealth.gov,womenshealth.gov,womenshealth.gov,200,0,0,0,0,0,0,0,0,0,,0,0
flightschoolcandidates.gov,flightschoolcandidates.gov,flightschoolcandidates.gov,200,0,0,0,0,0,0,0,0,0,,0,0
nnlm.gov,nnlm.gov,nnlm.gov,200,0,0,0,0,0,0,0,0,0,,0,0
tox21.gov,tox21.gov,tox21.gov,200,0,0,0,0,0,0,0,0,0,,0,0
cybersecurity.gov,cybersecurity.gov,cybersecurity.gov,200,0,0,0,0,0,5,0,0,0,,0,5
cyber.gov,cyber.gov,cyber.gov,200,0,0,0,0,0,5,0,0,0,,0,5
thisfreelife.gov,thisfreelife.gov,thisfreelife.gov,200,0,0,0,0,0,0,0,0,0,,0,0
cisa.gov,cisa.gov,cisa.gov,200,0,0,0,0,0,5,0,0,0,,0,5
nih.gov,nih.gov,nih.gov,200,0,0,0,0,0,0,0,0,0,,0,0
disasterassistance.gov,disasterassistance.gov,disasterassistance.gov,200,0,0,0,0,0,0,0,0,0,,0,0
uscg.gov,uscg.gov,uscg.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
studentloans.gov,studentloans.gov,studentloans.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
cbp.gov,cbp.gov,cbp.gov,200,0,0,0,0,0,5,0,0,0,,0,5
fitness.gov,fitness.gov,fitness.gov,200,0,0,0,0,0,0,0,0,0,,0,0
safetyact.gov,safetyact.gov,safetyact.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
biometrics.gov,biometrics.gov,biometrics.gov,200,5,0,0,0,0,5,0,5,0,,0,15
dhs.gov,dhs.gov,dhs.gov,200,0,0,0,0,0,5,0,5,0,,0,10
floodsmart.gov,floodsmart.gov,floodsmart.gov,200,45,28,1,20,0,5,20,5,0,,0,124
medicalcountermeasures.gov,medicalcountermeasures.gov,medicalcountermeasures.gov,200,0,0,0,0,0,0,0,0,0,,0,0
fletc.gov,fletc.gov,fletc.gov,200,0,0,0,0,0,0,0,0,0,,0,0
whaging.gov,whaging.gov,whaging.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
homesales.gov,homesales.gov,homesales.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
firstresponder.gov,firstresponder.gov,firstresponder.gov,200,5,0,0,0,0,5,0,5,0,,0,15
globalentry.gov,globalentry.gov,globalentry.gov,200,0,0,0,0,0,5,0,0,0,,0,5
cpnireporting.gov,cpnireporting.gov,cpnireporting.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
schoolsafety.gov,schoolsafety.gov,schoolsafety.gov,200,45,0,5,0,0,5,20,5,0,,0,80
surgeongeneral.gov,surgeongeneral.gov,surgeongeneral.gov,200,0,0,0,0,0,0,0,0,0,,0,0
gps.gov,gps.gov,gps.gov,200,0,0,0,0,0,0,0,0,0,,0,0
mymedicare.gov,mymedicare.gov,mymedicare.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ada.gov,ada.gov,ada.gov,200,0,0,0,0,0,0,0,0,0,,0,0
fleta.gov,fleta.gov,fleta.gov,200,0,0,0,0,0,0,0,0,0,,0,0
homelandsecurity.gov,homelandsecurity.gov,homelandsecurity.gov,200,0,0,0,0,0,5,0,5,0,,0,10
us-cert.gov,us-cert.gov,us-cert.gov,200,0,0,0,0,0,5,0,0,0,,0,5
everify.gov,everify.gov,everify.gov,200,0,0,0,0,0,5,0,0,0,,0,5
bop.gov,bop.gov,bop.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
drugabuse.gov,drugabuse.gov,drugabuse.gov,200,0,0,0,0,0,0,0,0,0,,0,0
e-verify.gov,e-verify.gov,e-verify.gov,200,0,0,0,0,0,5,0,0,0,,0,5
fha.gov,fha.gov,fha.gov,200,0,0,0,0,0,0,0,0,0,,0,0
disasterhousing.gov,disasterhousing.gov,disasterhousing.gov,200,0,0,0,0,0,0,0,0,0,,0,0
hud.gov,hud.gov,hud.gov,200,0,0,0,0,0,0,0,0,0,,0,0
uscis.gov,uscis.gov,uscis.gov,200,0,0,0,0,0,5,0,0,0,,0,5
deaecom.gov,deaecom.gov,deaecom.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
tsa.gov,tsa.gov,tsa.gov,200,60,0,0,0,0,5,20,5,0,,0,90
ready.gov,ready.gov,ready.gov,200,55,6,4,0,0,5,20,5,0,,0,95
doj.gov,doj.gov,doj.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
huduser.gov,huduser.gov,huduser.gov,200,0,0,0,0,0,0,0,0,0,,0,0
niem.gov,niem.gov,niem.gov,200,0,0,0,0,0,0,0,0,0,,0,0
secretservice.gov,secretservice.gov,secretservice.gov,200,0,0,0,0,0,0,0,0,0,,0,0
nccs.gov,nccs.gov,nccs.gov,200,0,0,0,0,0,0,0,5,0,,-10,0
ice.gov,ice.gov,ice.gov,200,0,0,0,0,0,0,0,0,0,,0,0
atfonline.gov,atfonline.gov,atfonline.gov,200,0,0,0,0,0,0,0,0,0,,-20,0
fpi.gov,fpi.gov,fpi.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
nls.gov,nls.gov,nls.gov,200,0,0,0,0,0,0,0,0,0,,0,0
usss.gov,usss.gov,usss.gov,200,0,0,0,0,0,0,0,0,0,,0,0
hudoig.gov,hudoig.gov,hudoig.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ic3.gov,ic3.gov,ic3.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
forfeiture.gov,forfeiture.gov,forfeiture.gov,200,0,0,0,0,0,0,0,0,0,,0,0
crimevictims.gov,crimevictims.gov,crimevictims.gov,200,0,0,0,0,0,0,0,0,0,,-40,0
nationalhousing.gov,nationalhousing.gov,nationalhousing.gov,200,0,0,0,0,0,0,0,0,0,,0,0
opportunityzones.gov,opportunityzones.gov,opportunityzones.gov,200,0,0,0,0,0,0,0,0,0,,0,0
learnatf.gov,learnatf.gov,learnatf.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
nationalhousinglocator.gov,nationalhousinglocator.gov,nationalhousinglocator.gov,200,0,0,0,0,0,0,0,0,0,,0,0
leo.gov,leo.gov,leo.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
pppl.gov,pppl.gov,pppl.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
nmsc.gov,nmsc.gov,nmsc.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
amberalert.gov,amberalert.gov,amberalert.gov,200,50,2,0,0,0,0,0,0,0,,0,52
lep.gov,lep.gov,lep.gov,403,0,0,0,0,0,0,0,0,0,,0,0
biometriccoe.gov,biometriccoe.gov,biometriccoe.gov,200,0,0,0,0,0,0,0,0,0,,0,0
bjs.gov,bjs.gov,bjs.gov,200,0,0,0,0,0,0,0,0,0,,-790,0
foia.gov,foia.gov,foia.gov,200,40,1,0,20,0,5,20,5,0,,0,91
fbi.gov,fbi.gov,fbi.gov,200,0,0,0,0,0,0,0,0,0,,0,0
listo.gov,listo.gov,listo.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
bja.gov,bja.gov,bja.gov,200,50,2,0,0,0,0,0,0,0,,0,52
fara.gov,fara.gov,fara.gov,200,20,1,0,0,0,5,0,5,0,,-10,21
elderjustice.gov,elderjustice.gov,elderjustice.gov,200,20,1,0,0,0,5,0,5,0,,-30,1
campusdrugprevention.gov,campusdrugprevention.gov,campusdrugprevention.gov,200,0,0,0,0,0,0,0,0,0,,0,0
firstfreedom.gov,firstfreedom.gov,firstfreedom.gov,200,20,1,0,0,0,5,0,5,0,,-20,11
ncirc.gov,ncirc.gov,ncirc.gov,200,0,0,0,0,0,0,0,0,0,,0,0
hig.gov,hig.gov,hig.gov,200,0,0,0,0,0,0,0,0,0,,0,0
cybercrime.gov,cybercrime.gov,cybercrime.gov,200,20,1,0,0,0,5,0,5,0,,0,31
nicsezcheckfbi.gov,nicsezcheckfbi.gov,nicsezcheckfbi.gov,400,0,0,0,0,0,0,0,0,0,,0,0
malwareinvestigator.gov,malwareinvestigator.gov,malwareinvestigator.gov,200,0,0,0,0,0,0,0,0,0,,0,0
juvenilecouncil.gov,juvenilecouncil.gov,juvenilecouncil.gov,200,0,0,0,0,0,0,0,0,0,,-60,0
justice.gov,justice.gov,justice.gov,200,20,1,0,0,0,5,0,5,0,,0,31
interpol.gov,interpol.gov,interpol.gov,200,20,1,0,0,0,5,0,5,0,,0,31
nhl.gov,nhl.gov,nhl.gov,200,0,0,0,0,0,0,0,0,0,,0,0
learndoj.gov,learndoj.gov,learndoj.gov,200,20,1,0,0,0,5,0,5,0,,0,31
getsmartaboutdrugs.gov,getsmartaboutdrugs.gov,getsmartaboutdrugs.gov,200,0,0,0,0,0,0,0,0,0,,0,0
medalofvalor.gov,medalofvalor.gov,medalofvalor.gov,200,0,0,0,0,0,0,0,0,0,,0,0
fema.gov,fema.gov,fema.gov,200,0,0,0,0,0,0,0,0,0,,0,0
readybusiness.gov,readybusiness.gov,readybusiness.gov,200,50,8,4,0,0,0,20,0,0,,0,82
atf.gov,atf.gov,atf.gov,200,0,0,0,0,0,0,0,0,0,,0,0
crimesolutions.gov,crimesolutions.gov,crimesolutions.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
ncjrs.gov,ncjrs.gov,ncjrs.gov,200,0,0,0,0,0,0,0,0,0,,0,0
brainhealth.gov,brainhealth.gov,brainhealth.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ucrdatatool.gov,ucrdatatool.gov,ucrdatatool.gov,200,0,0,0,0,0,0,0,0,0,,-120,0
fbijobs.gov,fbijobs.gov,fbijobs.gov,200,0,0,0,0,0,0,0,0,0,,0,0
dsac.gov,dsac.gov,dsac.gov,200,0,0,0,0,0,0,0,0,0,,0,0
bats.gov,bats.gov,bats.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
iprcenter.gov,iprcenter.gov,iprcenter.gov,200,0,0,0,0,0,0,0,0,0,,0,0
apprenticeships.gov,apprenticeships.gov,apprenticeships.gov,403,0,0,0,0,0,0,0,0,0,,0,0
apprenticeship.gov,apprenticeship.gov,apprenticeship.gov,403,0,0,0,0,0,0,0,0,0,,0,0
dol-esa.gov,dol-esa.gov,dol-esa.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
ovc.gov,ovc.gov,ovc.gov,200,0,0,0,0,0,0,0,0,0,,-20,0
benefits.gov,benefits.gov,benefits.gov,403,0,0,0,0,0,0,0,0,0,,0,0
nvtc.gov,nvtc.gov,nvtc.gov,200,0,0,0,0,0,0,0,0,0,,0,0
cjis.gov,cjis.gov,cjis.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
projectsafeneighborhoods.gov,projectsafeneighborhoods.gov,projectsafeneighborhoods.gov,200,20,1,0,0,0,5,0,5,0,,0,31
nij.gov,nij.gov,nij.gov,200,55,2,0,0,0,0,0,0,0,,0,57
smart.gov,smart.gov,smart.gov,200,0,0,0,0,0,0,0,0,0,,0,0
nicic.gov,nicic.gov,nicic.gov,200,0,0,0,0,0,5,0,5,0,,-10,0
dol.gov,dol.gov,dol.gov,403,0,0,0,0,0,0,0,0,0,,0,0
servicemembers.gov,servicemembers.gov,servicemembers.gov,200,20,1,0,0,0,5,0,5,0,,0,31
ojjdp.gov,ojjdp.gov,ojjdp.gov,200,55,2,0,0,0,0,0,0,0,,0,57
ojp.gov,ojp.gov,ojp.gov,200,50,2,0,0,0,5,20,5,0,,0,82
projectsafechildhood.gov,projectsafechildhood.gov,projectsafechildhood.gov,200,20,1,0,0,0,5,0,5,0,,0,31
stopfraud.gov,stopfraud.gov,stopfraud.gov,200,20,1,0,0,0,5,0,5,0,,0,31
govloans.gov,govloans.gov,govloans.gov,403,0,0,0,0,0,0,0,0,0,,0,0
hirevets.gov,hirevets.gov,hirevets.gov,403,0,0,0,0,0,0,0,0,0,,0,0
pnnl.gov,pnnl.gov,pnnl.gov,200,0,0,0,0,0,0,0,5,0,,0,5
osha.gov,osha.gov,osha.gov,403,0,0,0,0,0,0,0,0,0,,0,0
trainingproviderresults.gov,trainingproviderresults.gov,trainingproviderresults.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
tribaljusticeandsafety.gov,tribaljusticeandsafety.gov,tribaljusticeandsafety.gov,200,20,1,0,0,0,5,0,5,0,,0,31
devtestfan1.gov,devtestfan1.gov,devtestfan1.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
usdoj.gov,usdoj.gov,usdoj.gov,200,20,1,0,0,0,5,0,5,0,,0,31
usmarshals.gov,usmarshals.gov,usmarshals.gov,200,0,0,0,0,0,0,0,0,0,,-50,0
ginniemae.gov,ginniemae.gov,ginniemae.gov,200,0,0,0,0,0,0,0,0,0,,-180,0
whistleblowers.gov,whistleblowers.gov,whistleblowers.gov,403,0,0,0,0,0,0,0,0,0,,0,0
fsgb.gov,fsgb.gov,fsgb.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
userra.gov,userra.gov,userra.gov,200,20,1,0,0,0,5,0,5,0,,0,31
securitytestfan.gov,securitytestfan.gov,securitytestfan.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
preprodfan.gov,preprodfan.gov,preprodfan.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
rcfl.gov,rcfl.gov,rcfl.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ncifcrf.gov,ncifcrf.gov,ncifcrf.gov,200,0,0,0,0,0,0,0,0,0,,0,0
scra.gov,scra.gov,scra.gov,200,20,1,0,0,0,5,0,5,0,,0,31
supportfan.gov,supportfan.gov,supportfan.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
justthinktwice.gov,justthinktwice.gov,justthinktwice.gov,200,0,0,0,0,0,0,0,0,0,,0,0
usdoscloud.gov,usdoscloud.gov,usdoscloud.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
ibwc.gov,ibwc.gov,ibwc.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
stateoig.gov,stateoig.gov,stateoig.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
nsopr.gov,nsopr.gov,nsopr.gov,200,0,0,0,0,0,0,0,0,0,,0,0
vcf.gov,vcf.gov,vcf.gov,200,45,0,0,0,0,5,20,5,0,,0,75
unicor.gov,unicor.gov,unicor.gov,200,0,0,0,0,0,0,0,0,0,,-180,0
america.gov,america.gov,america.gov,403,0,0,0,0,0,0,0,0,0,,0,0
nsopw.gov,nsopw.gov,nsopw.gov,200,0,0,0,0,0,0,0,0,0,,0,0
achp.gov,achp.gov,achp.gov,200,5,0,0,0,0,0,0,0,0,,0,5
preserveamerica.gov,preserveamerica.gov,preserveamerica.gov,200,5,0,0,0,0,0,0,0,0,,0,5
vehiclehistory.gov,vehiclehistory.gov,vehiclehistory.gov,200,35,2,0,0,0,0,0,0,0,,0,37
boemre.gov,boemre.gov,boemre.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
bor.gov,bor.gov,bor.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
nmvtis.gov,nmvtis.gov,nmvtis.gov,200,35,2,0,0,0,0,0,0,0,,0,37
cupcao.gov,cupcao.gov,cupcao.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
namus.gov,namus.gov,namus.gov,200,0,0,0,0,0,0,0,0,0,,0,0
dea.gov,dea.gov,dea.gov,200,0,0,0,0,0,5,0,5,0,,0,10
disability.gov,disability.gov,disability.gov,200,0,0,0,0,0,0,0,0,0,,0,0
coralreef.gov,coralreef.gov,coralreef.gov,200,0,0,0,0,0,0,0,0,0,,0,0
anstaskforce.gov,anstaskforce.gov,anstaskforce.gov,200,0,0,0,0,0,0,0,0,0,,-90,0
earthquake.gov,earthquake.gov,earthquake.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
bls.gov,bls.gov,bls.gov,200,5,0,0,20,0,0,0,0,0,,0,25
fcg.gov,fcg.gov,fcg.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
firenet.gov,firenet.gov,firenet.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
acwi.gov,acwi.gov,acwi.gov,200,0,0,0,0,0,0,0,0,0,,-30,0
fireleadership.gov,fireleadership.gov,fireleadership.gov,200,0,0,0,0,0,0,0,0,0,,-20,0
ovcttac.gov,ovcttac.gov,ovcttac.gov,200,0,0,0,0,0,0,0,0,0,,-20,0
msha.gov,msha.gov,msha.gov,200,0,0,0,0,0,0,0,0,0,,0,0
everykidoutdoors.gov,everykidoutdoors.gov,everykidoutdoors.gov,200,0,0,0,0,0,0,0,0,0,,0,0
youthrules.gov,youthrules.gov,youthrules.gov,200,0,0,0,0,0,0,0,0,0,,0,0
foreignassistance.gov,foreignassistance.gov,foreignassistance.gov,200,0,0,0,0,0,0,0,0,0,,-20,0
nationalgangcenter.gov,nationalgangcenter.gov,nationalgangcenter.gov,200,0,0,0,0,0,0,0,0,0,,0,0
iat.gov,iat.gov,iat.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
psob.gov,psob.gov,psob.gov,200,0,0,0,0,0,0,0,0,0,,0,0
employer.gov,employer.gov,employer.gov,200,25,3,0,0,0,5,20,5,0,,0,58
wrp.gov,wrp.gov,wrp.gov,200,0,0,0,0,0,0,0,0,0,,-20,0
worker.gov,worker.gov,worker.gov,200,25,3,0,0,0,5,20,5,0,,0,58
fws.gov,fws.gov,fws.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
interior.gov,interior.gov,interior.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
bsee.gov,bsee.gov,bsee.gov,200,0,0,0,0,0,0,0,0,0,,0,0
gcmrc.gov,gcmrc.gov,gcmrc.gov,403,0,0,0,0,0,0,0,0,0,,0,0
lcrmscp.gov,lcrmscp.gov,lcrmscp.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
mitigationcommission.gov,mitigationcommission.gov,mitigationcommission.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
mms.gov,mms.gov,mms.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
unionreports.gov,unionreports.gov,unionreports.gov,200,0,0,0,0,0,0,0,0,0,,0,0
alaskacenters.gov,alaskacenters.gov,alaskacenters.gov,200,0,0,0,0,0,5,0,0,0,,0,5
iawg.gov,iawg.gov,iawg.gov,200,25,0,0,0,0,5,20,5,0,,0,55
nativeonestop.gov,nativeonestop.gov,nativeonestop.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
nbc.gov,nbc.gov,nbc.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
lca.gov,lca.gov,lca.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
everykidinapark.gov,everykidinapark.gov,everykidinapark.gov,200,0,0,0,0,0,0,0,0,0,,0,0
nfpors.gov,nfpors.gov,nfpors.gov,404,0,0,0,0,0,0,0,0,0,,0,0
cwc.gov,cwc.gov,cwc.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
fan.gov,fan.gov,fan.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
onhir.gov,onhir.gov,onhir.gov,403,0,0,0,0,0,0,0,0,0,,0,0
osm.gov,osm.gov,osm.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
lmvsci.gov,lmvsci.gov,lmvsci.gov,404,0,0,0,0,0,0,0,0,0,,0,0
blm.gov,blm.gov,blm.gov,200,0,0,0,0,0,0,0,0,0,,0,0
geomac.gov,geomac.gov,geomac.gov,200,0,0,0,0,0,0,0,0,0,,0,0
evergladesrestoration.gov,evergladesrestoration.gov,evergladesrestoration.gov,200,0,0,0,0,0,0,0,0,0,,0,0
bia.gov,bia.gov,bia.gov,200,0,0,0,0,0,0,0,0,0,,0,0
usbr.gov,usbr.gov,usbr.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
epic.gov,epic.gov,epic.gov,200,0,0,0,0,0,0,0,0,0,,0,0
landimaging.gov,landimaging.gov,landimaging.gov,200,0,0,0,0,0,0,0,0,0,,-110,0
safecom.gov,safecom.gov,safecom.gov,200,0,0,0,0,0,0,0,0,0,,0,0
usembassy.gov,usembassy.gov,usembassy.gov,200,0,0,0,0,0,0,0,0,0,,0,0
landfire.gov,landfire.gov,landfire.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
usconsulate.gov,usconsulate.gov,usconsulate.gov,200,0,0,0,0,0,0,0,0,0,,0,0
doioig.gov,doioig.gov,doioig.gov,200,0,0,0,0,0,0,0,0,0,,0,0
wildlifeadaptationstrategy.gov,wildlifeadaptationstrategy.gov,wildlifeadaptationstrategy.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
state.gov,state.gov,state.gov,200,0,0,0,0,0,0,0,0,0,,0,0
usmission.gov,usmission.gov,usmission.gov,200,0,0,0,0,0,0,0,0,0,,0,0
nifc.gov,nifc.gov,nifc.gov,200,0,0,0,0,0,0,0,0,0,,0,0
pepfar.gov,pepfar.gov,pepfar.gov,200,0,0,0,0,0,0,0,0,0,,0,0
doi.gov,doi.gov,doi.gov,200,0,0,0,0,0,0,0,0,0,,0,0
sciencebase.gov,sciencebase.gov,sciencebase.gov,200,0,0,0,0,0,0,0,0,0,,0,0
volcano.gov,volcano.gov,volcano.gov,200,0,0,0,0,0,0,0,0,0,,0,0
firecode.gov,firecode.gov,firecode.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
firescience.gov,firescience.gov,firescience.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
onrr.gov,onrr.gov,onrr.gov,200,0,0,0,0,0,0,0,0,0,,0,0
asap.gov,asap.gov,asap.gov,200,0,0,0,0,0,0,0,0,0,,0,0
boem.gov,boem.gov,boem.gov,200,0,0,0,0,0,0,0,0,0,,0,0
bfem.gov,bfem.gov,bfem.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
rivers.gov,rivers.gov,rivers.gov,200,0,0,0,0,0,0,0,0,0,,0,0
sierrawild.gov,sierrawild.gov,sierrawild.gov,200,0,0,0,0,0,0,0,0,0,,0,0
watermonitor.gov,watermonitor.gov,watermonitor.gov,200,0,0,0,0,0,0,0,0,0,,-30,0
veterans.gov,veterans.gov,veterans.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ayudaconmibanco.gov,ayudaconmibanco.gov,ayudaconmibanco.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
lacoast.gov,lacoast.gov,lacoast.gov,200,0,0,0,0,0,0,0,0,0,,0,0
bankcustomer.gov,bankcustomer.gov,bankcustomer.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
bankcustomerassistance.gov,bankcustomerassistance.gov,bankcustomerassistance.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
banknet.gov,banknet.gov,banknet.gov,200,0,0,0,0,0,0,0,0,0,,0,0
nationalmap.gov,nationalmap.gov,nationalmap.gov,200,0,0,0,0,0,5,0,0,0,,0,5
bankanswers.gov,bankanswers.gov,bankanswers.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
bankhelp.gov,bankhelp.gov,bankhelp.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
federalspending.gov,federalspending.gov,federalspending.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
jem.gov,jem.gov,jem.gov,200,0,0,0,0,0,0,0,0,0,,0,0
complaintreferralexpress.gov,complaintreferralexpress.gov,complaintreferralexpress.gov,200,0,0,0,0,0,0,0,0,0,,-50,0
ccac.gov,ccac.gov,ccac.gov,200,0,0,0,0,0,0,0,0,0,,0,0
bondpro.gov,bondpro.gov,bondpro.gov,200,0,0,0,0,0,0,0,0,0,,0,0
eyenote.gov,eyenote.gov,eyenote.gov,200,0,0,0,0,0,0,0,0,0,,0,0
invasivespecies.gov,invasivespecies.gov,invasivespecies.gov,200,0,0,0,0,0,0,0,0,0,,0,0
usgs.gov,usgs.gov,usgs.gov,200,0,0,0,0,0,5,0,0,0,,0,5
indianaffairs.gov,indianaffairs.gov,indianaffairs.gov,200,0,0,0,0,0,0,0,0,0,,0,0
wlci.gov,wlci.gov,wlci.gov,200,0,0,0,0,0,0,0,0,0,,-20,0
eftps.gov,eftps.gov,eftps.gov,200,0,0,0,0,0,0,0,0,0,,-30,0
comptrollerofthecurrency.gov,comptrollerofthecurrency.gov,comptrollerofthecurrency.gov,200,5,0,0,0,0,5,0,0,0,,0,10
eaglecash.gov,eaglecash.gov,eaglecash.gov,200,0,0,0,0,0,0,0,0,0,,0,0
nps.gov,nps.gov,nps.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ipp.gov,ipp.gov,ipp.gov,200,0,0,0,0,0,0,0,0,0,,0,0
